image_name,image_format,file_size,size,location,angle,white_percent,object_percentage,is_deviation,blur_value,image_brightness,contrast,blank_percentage,blank_background_color,create_time,proba,label
10378,jpg,28,"(300, 300)","(79, 30, 141, 212)",0,"(0.1, 0.193, 0.263, 0.267)",0.332,"(0.047, False)",321,163.237,88.109,0.64,254,2019/11/8,1,0
10379,jpg,30,"(300, 300)","(78, 34, 136, 237)",0,"(0.113, 0.097, 0.26, 0.287)",0.358,"(0.016, False)",869,170.43,218.73,0.64,254,2019/11/8,1,0
1038,jpg,11,"(400, 400)","(76, 59, 251, 292)",0,"(0.147, 0.122, 0.19, 0.182)",0.458,"(0.013, False)",704,184.679,170.928,0.107,254,2019/11/8,1,0
10380,jpg,27,"(300, 300)","(81, 35, 116, 227)",0.659,"(0.117, 0.127, 0.27, 0.343)",0.293,"(0.037, False)",783,125.274,193.496,0.64,254,2019/11/8,1,0
103807,jpg,41,"(800, 800)","(311, 30, 169, 738)",0,"(0.037, 0.04, 0.389, 0.4)",0.195,"(0.006, False)",224,159.836,66.566,0.001,253,2019/11/8,1,1
103808,jpg,58,"(800, 800)","(221, 41, 381, 711)",0,"(0.051, 0.06, 0.276, 0.247)",0.423,"(0.015, False)",506,147.263,160.783,0.001,253,2019/11/8,1,0
103809,jpg,38,"(800, 800)","(308, 36, 178, 728)",0,"(0.045, 0.045, 0.385, 0.393)",0.202,"(0.004, False)",152,186.62,50.065,0.001,253,2019/11/8,1,0
10381,jpg,88,"(800, 800)","(147, 113, 488, 608)",1.364,"(0.141, 0.099, 0.184, 0.206)",0.464,"(0.024, False)",156,152.317,42.33,0.64,251,2019/11/8,1,0
10382,jpg,23,"(300, 300)","(117, 29, 60, 238)",0,"(0.097, 0.11, 0.39, 0.41)",0.159,"(0.012, False)",280,195.915,69.336,0.64,254,2019/11/8,1,0
10383,jpg,26,"(300, 300)","(106, 38, 102, 222)",1.771,"(0.127, 0.133, 0.353, 0.307)",0.252,"(0.024, False)",689,189.065,149.428,0.64,254,2019/11/8,1,0
10384,jpg,26,"(300, 300)","(111, 37, 99, 218)",3.27,"(0.123, 0.15, 0.37, 0.3)",0.24,"(0.037, False)",416,202.331,91.329,0.64,254,2019/11/8,1,0
10385,jpg,21,"(300, 300)","(115, 33, 63, 241)",0,"(0.11, 0.087, 0.383, 0.407)",0.169,"(0.016, False)",462,166.708,127.697,0.64,254,2019/11/8,1,0
10386,jpg,37,"(300, 300)","(92, 39, 111, 228)",0,"(0.13, 0.11, 0.307, 0.323)",0.281,"(0.013, False)",1343,183.574,252.844,0.64,254,2019/11/8,1,0
10387,jpg,32,"(300, 300)","(101, 39, 105, 237)",0,"(0.13, 0.08, 0.337, 0.313)",0.277,"(0.028, False)",1074,158.702,213.513,0.64,254,2019/11/8,1,0
10388,jpg,29,"(300, 300)","(111, 56, 91, 203)",0.418,"(0.187, 0.137, 0.37, 0.327)",0.205,"(0.033, False)",714,206.581,150.717,0.64,254,2019/11/8,1,0
103891,jpg,63,"(800, 800)","(221, 37, 363, 726)",1.275,"(0.046, 0.046, 0.276, 0.27)",0.412,"(0.003, False)",480,160.857,124.644,0.001,254,2019/11/8,1,1
1039,jpg,9,"(400, 400)","(73, 56, 218, 282)",0,"(0.14, 0.155, 0.182, 0.273)",0.384,"(0.046, False)",253,196.465,72.444,0.107,254,2019/11/8,1,0
10390,jpg,36,"(300, 300)","(96, 31, 107, 243)",0,"(0.103, 0.087, 0.32, 0.323)",0.289,"(0.008, False)",3447,196.223,591.786,0.64,254,2019/11/8,1,0
103901,jpg,63,"(800, 800)","(216, 36, 364, 727)",0,"(0.045, 0.046, 0.27, 0.275)",0.413,"(0.003, False)",450,172.362,124.392,0.001,254,2019/11/8,1,0
10391,jpg,28,"(300, 300)","(98, 39, 118, 224)",2.42,"(0.13, 0.123, 0.327, 0.28)",0.294,"(0.024, False)",488,210.708,115.911,0.64,254,2019/11/8,1,0
103989,jpg,45,"(800, 800)","(251, 55, 299, 689)",0.099,"(0.069, 0.07, 0.314, 0.312)",0.322,"(0.001, False)",149,163.005,57.899,0.001,253,2019/11/8,1,0
103993,jpg,46,"(800, 800)","(246, 43, 305, 714)",0.246,"(0.054, 0.054, 0.307, 0.311)",0.34,"(0.002, False)",160,179.188,49.905,0.001,253,2019/11/8,1,0
103994,jpg,49,"(800, 800)","(258, 44, 276, 711)",0.155,"(0.055, 0.056, 0.323, 0.333)",0.307,"(0.005, False)",463,178.134,119.245,0.001,253,2019/11/8,1,0
1040,jpg,12,"(400, 400)","(51, 61, 297, 301)",2.203,"(0.152, 0.095, 0.128, 0.13)",0.559,"(0.029, False)",411,197.246,152.664,0.107,254,2019/11/8,1,0
10400,jpg,68,"(800, 800)","(206, 130, 366, 598)",1.088,"(0.163, 0.09, 0.258, 0.285)",0.342,"(0.039, False)",86,157.953,39.401,0.64,254,2019/11/8,1,0
104029,jpg,49,"(800, 800)","(201, 40, 389, 728)",0,"(0.05, 0.04, 0.251, 0.263)",0.442,"(0.008, False)",467,66.668,140.903,0.001,253,2019/11/8,1,0
104035,jpg,36,"(800, 800)","(306, 44, 195, 714)",0.666,"(0.055, 0.052, 0.383, 0.374)",0.218,"(0.005, False)",140,169.309,40.962,0.001,253,2019/11/8,1,0
104037,jpg,36,"(800, 800)","(317, 35, 187, 730)",0,"(0.044, 0.044, 0.396, 0.37)",0.213,"(0.013, False)",257,162.297,64.375,0.001,253,2019/11/8,1,0
104055,jpg,31,"(800, 800)","(279, 19, 251, 759)",0,"(0.024, 0.028, 0.349, 0.338)",0.298,"(0.006, False)",113,165.348,34.324,0.001,253,2019/11/8,1,0
104056,jpg,46,"(800, 800)","(229, 26, 339, 744)",0.448,"(0.033, 0.037, 0.286, 0.29)",0.394,"(0.003, False)",270,148.406,92.475,0.001,253,2019/11/8,1,0
104057,jpg,36,"(800, 800)","(258, 79, 283, 696)",0,"(0.099, 0.031, 0.323, 0.324)",0.308,"(0.034, False)",54,196.102,21.655,0.001,253,2019/11/8,1,0
104074,jpg,63,"(800, 800)","(208, 34, 382, 736)",0,"(0.043, 0.037, 0.26, 0.263)",0.439,"(0.003, False)",622,136.762,158.173,0.001,253,2019/11/8,1,0
10409,jpg,71,"(800, 800)","(234, 122, 339, 546)",0.358,"(0.152, 0.165, 0.292, 0.284)",0.289,"(0.008, False)",74,184.932,36.055,0.64,254,2019/11/8,1,0
104092,jpg,63,"(800, 800)","(130, 33, 540, 731)",2.058,"(0.041, 0.045, 0.163, 0.163)",0.617,"(0.002, False)",479,189.756,121.712,0.001,253,2019/11/8,1,0
104126,jpg,89,"(800, 800)","(75, 112, 652, 580)",0.329,"(0.14, 0.135, 0.094, 0.091)",0.591,"(0.003, False)",474,183.278,121.085,0.001,254,2019/11/8,1,1
104132,jpg,8,"(400, 400)","(92, 86, 229, 256)",0.246,"(0.215, 0.145, 0.23, 0.198)",0.366,"(0.039, False)",202,204.61,57.532,0.001,254,2019/11/8,1,0
104157,jpg,49,"(800, 800)","(243, 19, 327, 747)",0.255,"(0.024, 0.043, 0.304, 0.287)",0.382,"(0.012, False)",131,192.975,58.57,0.001,253,2019/11/8,1,0
104223,jpg,40,"(800, 800)","(305, 38, 201, 693)",1.165,"(0.048, 0.086, 0.381, 0.367)",0.218,"(0.021, False)",208,177.363,44.674,0.001,253,2019/11/8,1,0
104235,jpg,35,"(800, 800)","(332, 34, 136, 655)",0,"(0.043, 0.139, 0.415, 0.415)",0.139,"(0.048, False)",155,171.071,37.946,0.001,253,2019/11/8,1,0
104240,jpg,44,"(800, 800)","(304, 48, 198, 694)",0,"(0.06, 0.072, 0.38, 0.372)",0.215,"(0.007, False)",314,203.044,68.564,0.001,253,2019/11/8,1,0
104255,jpg,71,"(800, 800)","(197, 36, 527, 737)",0.917,"(0.045, 0.034, 0.246, 0.095)",0.607,"(0.076, True)",590,140.597,141.437,0.001,251,2019/11/8,1,1
10426,jpg,94,"(800, 800)","(152, 245, 479, 428)",2.535,"(0.306, 0.159, 0.19, 0.211)",0.32,"(0.075, True)",409,163.753,97.609,0.64,254,2019/11/8,1,0
10427,jpg,93,"(800, 800)","(152, 231, 479, 408)",2.761,"(0.289, 0.201, 0.19, 0.211)",0.305,"(0.045, False)",435,206.479,98.803,0.64,254,2019/11/8,1,0
10429,jpg,82,"(800, 800)","(194, 65, 411, 696)",0,"(0.081, 0.049, 0.242, 0.244)",0.447,"(0.016, False)",373,201.581,169.214,0.64,254,2019/11/8,1,0
1043,jpg,6,"(400, 400)","(178, 44, 85, 328)",7.368,"(0.11, 0.07, 0.445, 0.343)",0.174,"(0.055, True)",255,214.723,70.912,0.107,254,2019/11/8,1,0
10430,jpg,92,"(800, 800)","(213, 33, 378, 732)",0.982,"(0.041, 0.044, 0.266, 0.261)",0.432,"(0.003, False)",312,250.054,100.252,0.64,254,2019/11/8,1,0
104304,jpg,51,"(800, 800)","(176, 41, 445, 703)",2.708,"(0.051, 0.07, 0.22, 0.224)",0.489,"(0.01, False)",92,208.435,34.982,0.001,254,2019/11/8,1,0
10431,jpg,78,"(800, 800)","(195, 74, 424, 621)",7.545,"(0.092, 0.131, 0.244, 0.226)",0.411,"(0.021, False)",59,213.493,32.631,0.64,254,2019/11/8,1,0
104317,jpg,38,"(800, 800)","(276, 21, 269, 677)",0,"(0.026, 0.128, 0.345, 0.319)",0.285,"(0.052, True)",334,224.052,97.343,0.001,254,2019/11/8,1,1
104321,jpg,70,"(1080, 1464)","(290, 128, 446, 1190)",0,"(0.087, 0.1, 0.269, 0.319)",0.336,"(0.026, False)",204,191.935,44.888,0.001,254,2019/11/8,1,1
10433,jpg,76,"(800, 800)","(195, 32, 372, 686)",4.899,"(0.04, 0.102, 0.244, 0.291)",0.399,"(0.039, False)",336,166.117,83.816,0.64,254,2019/11/8,1,0
10434,jpg,81,"(800, 800)","(217, 66, 346, 651)",2.603,"(0.083, 0.104, 0.271, 0.296)",0.352,"(0.016, False)",468,170.101,105.738,0.64,254,2019/11/8,1,0
10435,jpg,79,"(800, 800)","(229, 40, 358, 653)",2.42,"(0.05, 0.134, 0.286, 0.266)",0.365,"(0.043, False)",359,175.492,80.124,0.64,254,2019/11/8,1,0
104409,jpg,63,"(800, 800)","(214, 22, 373, 745)",2.249,"(0.028, 0.041, 0.268, 0.266)",0.434,"(0.007, False)",243,193.618,76.666,0.001,254,2019/11/8,1,0
104434,jpg,69,"(800, 800)","(192, 128, 435, 549)",0,"(0.16, 0.154, 0.24, 0.216)",0.373,"(0.012, False)",691,161.634,137.81,0.001,254,2019/11/8,1,1
10449,jpg,13,"(400, 400)","(66, 49, 265, 302)",0,"(0.122, 0.122, 0.165, 0.172)",0.5,"(0.004, False)",1002,219.78,208.571,0.64,254,2019/11/8,1,0
1045,jpg,10,"(400, 400)","(93, 54, 203, 291)",2.961,"(0.135, 0.138, 0.233, 0.26)",0.369,"(0.014, False)",510,180.637,140.513,0.107,254,2019/11/8,1,0
10452,jpg,83,"(400, 400)","(69, 85, 271, 233)",1.727,"(0.212, 0.205, 0.172, 0.15)",0.395,"(0.012, False)",681,195.594,166.821,0.64,254,2019/11/8,1,0
1046,jpg,10,"(400, 400)","(87, 53, 214, 304)",3.213,"(0.133, 0.107, 0.217, 0.247)",0.407,"(0.02, False)",524,182.054,147.041,0.107,254,2019/11/8,1,0
104606,jpg,74,"(800, 800)","(196, 26, 418, 744)",0,"(0.033, 0.037, 0.245, 0.233)",0.486,"(0.007, False)",317,160.366,94.592,0.001,254,2019/11/8,1,0
104612,jpg,71,"(800, 800)","(174, 43, 454, 722)",0.174,"(0.054, 0.044, 0.217, 0.215)",0.512,"(0.005, False)",404,137.035,108.298,0.001,254,2019/11/8,1,0
104658,jpg,72,"(800, 800)","(208, 30, 397, 738)",3.921,"(0.037, 0.04, 0.26, 0.244)",0.458,"(0.008, False)",489,193.714,129.705,0.001,254,2019/11/8,1,0
1047,jpg,11,"(400, 400)","(89, 58, 244, 303)",1.123,"(0.145, 0.098, 0.223, 0.168)",0.462,"(0.036, False)",625,187.717,158.817,0.107,254,2019/11/8,1,0
104702,jpg,33,"(570, 285)","(122, 33, 285, 221)",0,"(0.116, 0.109, 0.214, 0.286)",0.388,"(0.036, False)",737,147.439,186.182,0.001,254,2019/11/8,1,0
104711,jpg,49,"(800, 800)","(259, 31, 292, 719)",0,"(0.039, 0.062, 0.324, 0.311)",0.328,"(0.013, False)",281,184.289,68.572,0.001,253,2019/11/8,1,0
104726,jpg,43,"(800, 800)","(263, 64, 285, 696)",0.087,"(0.08, 0.05, 0.329, 0.315)",0.31,"(0.017, False)",113,150.385,40.378,0.001,253,2019/11/8,1,0
104733,jpg,47,"(800, 800)","(278, 35, 236, 699)",0.458,"(0.044, 0.083, 0.347, 0.357)",0.258,"(0.02, False)",365,188.278,82.295,0.001,253,2019/11/8,1,0
104746,jpg,43,"(800, 800)","(291, 34, 221, 734)",1.838,"(0.043, 0.04, 0.364, 0.36)",0.253,"(0.002, False)",153,180.248,41.01,0.001,253,2019/11/8,1,0
104759,jpg,50,"(800, 800)","(251, 34, 318, 734)",0.187,"(0.043, 0.04, 0.314, 0.289)",0.365,"(0.013, False)",240,154.83,70.709,0.001,253,2019/11/8,1,0
104777,jpg,73,"(800, 800)","(74, 37, 652, 728)",2.156,"(0.046, 0.044, 0.092, 0.092)",0.742,"(0.001, False)",391,164.88,112.925,0.001,253,2019/11/8,1,0
104780,jpg,36,"(800, 800)","(257, 41, 311, 727)",0.632,"(0.051, 0.04, 0.321, 0.29)",0.353,"(0.017, False)",138,225.178,42.594,0.001,254,2019/11/8,1,0
1048,jpg,11,"(400, 400)","(92, 47, 244, 302)",0.774,"(0.117, 0.128, 0.23, 0.16)",0.461,"(0.035, False)",632,201.952,160.542,0.107,254,2019/11/8,1,0
104801,jpg,51,"(800, 800)","(252, 26, 301, 753)",0.855,"(0.033, 0.026, 0.315, 0.309)",0.354,"(0.004, False)",185,158.793,58.813,0.001,253,2019/11/8,1,0
104807,jpg,60,"(800, 800)","(119, 58, 562, 685)",0.176,"(0.072, 0.071, 0.149, 0.149)",0.602,"(0.001, False)",464,177.83,146.321,0.001,253,2019/11/8,1,0
104824,jpg,75,"(800, 800)","(105, 81, 591, 644)",1.377,"(0.101, 0.094, 0.131, 0.13)",0.595,"(0.004, False)",676,161.512,204.474,0.001,253,2019/11/8,1,0
104855,jpg,52,"(800, 800)","(228, 42, 342, 729)",4.485,"(0.052, 0.036, 0.285, 0.287)",0.39,"(0.008, False)",260,177.848,82.862,0.001,253,2019/11/8,1,0
104863,jpg,49,"(800, 800)","(260, 25, 303, 759)",0.996,"(0.031, 0.02, 0.325, 0.296)",0.359,"(0.015, False)",524,184.773,143.039,0.001,253,2019/11/8,1,0
10488,jpg,86,"(800, 800)","(236, 50, 334, 704)",0.843,"(0.062, 0.058, 0.295, 0.287)",0.367,"(0.005, False)",122,203.604,36.913,0.64,254,2019/11/8,1,0
10489,jpg,88,"(800, 800)","(245, 42, 316, 690)",2.28,"(0.052, 0.085, 0.306, 0.299)",0.341,"(0.017, False)",68,159.025,24.275,0.64,254,2019/11/8,1,0
1049,jpg,8,"(400, 400)","(126, 51, 149, 298)",0,"(0.128, 0.128, 0.315, 0.312)",0.278,"(0.001, False)",280,160.753,68.407,0.107,254,2019/11/8,1,0
10490,jpg,84,"(800, 800)","(103, 75, 531, 650)",0.27,"(0.094, 0.094, 0.129, 0.207)",0.539,"(0.039, False)",391,148.544,130.621,0.64,254,2019/11/8,1,0
10491,jpg,85,"(800, 800)","(254, 48, 297, 685)",0.439,"(0.06, 0.084, 0.318, 0.311)",0.318,"(0.012, False)",331,159.556,73.097,0.64,254,2019/11/8,1,0
104918,jpg,37,"(800, 800)","(302, 14, 198, 774)",0,"(0.018, 0.015, 0.378, 0.375)",0.239,"(0.002, False)",233,175.564,55.672,0.001,254,2019/11/8,1,0
10492,jpg,81,"(800, 800)","(198, 39, 418, 707)",0,"(0.049, 0.068, 0.247, 0.23)",0.462,"(0.013, False)",93,122.339,55.298,0.64,254,2019/11/8,1,0
104922,jpg,40,"(800, 800)","(282, 23, 240, 758)",2.49,"(0.029, 0.024, 0.352, 0.347)",0.284,"(0.004, False)",156,178.02,45.808,0.001,253,2019/11/8,1,0
104923,jpg,51,"(800, 800)","(237, 23, 310, 776)",0.939,"(0.029, 0.001, 0.296, 0.316)",0.376,"(0.017, False)",391,174.997,94.285,0.001,253,2019/11/8,1,0
104926,jpg,54,"(800, 800)","(77, 90, 661, 623)",22.498,"(0.113, 0.109, 0.096, 0.077)",0.643,"(0.01, False)",271,148.309,80.035,0.001,253,2019/11/8,1,0
10493,jpg,83,"(800, 800)","(313, 29, 167, 698)",0,"(0.036, 0.091, 0.391, 0.4)",0.182,"(0.028, False)",216,196.237,51.612,0.64,254,2019/11/8,1,0
104932,jpg,49,"(800, 800)","(242, 81, 319, 703)",5.868,"(0.101, 0.02, 0.302, 0.299)",0.35,"(0.041, False)",405,194.299,94.927,0.001,253,2019/11/8,1,0
104938,jpg,57,"(800, 800)","(205, 129, 384, 671)",8.344,"(0.161, 0.0, 0.256, 0.264)",0.403,"(0.081, True)",454,198.517,128.61,0.001,253,2019/11/8,1,0
104954,jpg,59,"(500, 500)","(184, 25, 134, 451)",3.059,"(0.05, 0.048, 0.368, 0.364)",0.242,"(0.002, False)",145,84.052,52.921,0.001,254,2019/11/8,1,0
10497,jpg,86,"(800, 800)","(146, 152, 558, 624)",6.891,"(0.19, 0.03, 0.182, 0.12)",0.544,"(0.086, True)",707,210.698,169.742,0.64,254,2019/11/8,1,0
10498,jpg,81,"(800, 800)","(111, 101, 558, 645)",3.019,"(0.126, 0.068, 0.139, 0.164)",0.562,"(0.032, False)",625,194.681,140.227,0.64,254,2019/11/8,1,0
10499,jpg,80,"(800, 800)","(151, 130, 517, 617)",6.079,"(0.163, 0.066, 0.189, 0.165)",0.498,"(0.05, True)",557,206.024,122.807,0.64,254,2019/11/8,1,0
1050,jpg,9,"(400, 400)","(115, 42, 161, 314)",0,"(0.105, 0.11, 0.287, 0.31)",0.316,"(0.012, False)",446,193.114,117.815,0.107,254,2019/11/8,1,0
10500,jpg,72,"(800, 800)","(45, 257, 700, 306)",2.55,"(0.321, 0.296, 0.056, 0.069)",0.335,"(0.014, False)",1172,170.195,238.701,0.64,254,2019/11/8,1,0
105050,jpg,43,"(800, 800)","(283, 52, 226, 675)",0,"(0.065, 0.091, 0.354, 0.364)",0.238,"(0.014, False)",59,188.872,19.683,0.001,253,2019/11/8,1,0
105051,jpg,29,"(600, 800)","(116, 143, 297, 552)",2.49,"(0.179, 0.131, 0.193, 0.312)",0.342,"(0.064, True)",281,121.655,82.717,0.001,254,2019/11/8,1,0
105073,jpg,53,"(800, 800)","(248, 27, 297, 718)",3.636,"(0.034, 0.069, 0.31, 0.319)",0.333,"(0.018, False)",279,155.519,82.65,0.001,253,2019/11/8,1,0
1051,jpg,9,"(400, 400)","(123, 49, 158, 302)",0.421,"(0.122, 0.122, 0.307, 0.297)",0.298,"(0.005, False)",353,143.591,101.835,0.107,254,2019/11/8,1,0
105104,jpg,45,"(800, 800)","(242, 27, 318, 750)",0.648,"(0.034, 0.029, 0.302, 0.3)",0.373,"(0.003, False)",214,179.007,56.239,0.001,253,2019/11/8,1,1
105107,jpg,56,"(800, 800)","(231, 39, 346, 729)",0.471,"(0.049, 0.04, 0.289, 0.279)",0.394,"(0.007, False)",387,85.295,109.494,0.001,253,2019/11/8,1,0
10515,jpg,65,"(800, 800)","(264, 69, 302, 695)",0.374,"(0.086, 0.045, 0.33, 0.292)",0.328,"(0.028, False)",146,153.22,42.506,0.64,254,2019/11/8,1,0
10517,jpg,84,"(800, 800)","(171, 114, 480, 574)",0.533,"(0.142, 0.14, 0.214, 0.186)",0.43,"(0.014, False)",1516,196.451,236.966,0.64,254,2019/11/8,1,0
10518,jpg,69,"(800, 800)","(39, 140, 738, 543)",0.159,"(0.175, 0.146, 0.049, 0.029)",0.626,"(0.018, False)",1452,160.098,336.189,0.64,254,2019/11/8,1,0
10519,jpg,73,"(800, 800)","(40, 68, 735, 671)",0.63,"(0.085, 0.076, 0.05, 0.031)",0.771,"(0.01, False)",1634,169.226,338.692,0.64,254,2019/11/8,1,0
1052,jpg,12,"(400, 400)","(86, 44, 228, 317)",0.678,"(0.11, 0.098, 0.215, 0.215)",0.452,"(0.006, False)",634,142.163,164.079,0.107,254,2019/11/8,1,0
10520,jpg,88,"(800, 800)","(99, 93, 588, 602)",0.424,"(0.116, 0.131, 0.124, 0.141)",0.553,"(0.012, False)",646,212.468,142.611,0.64,254,2019/11/8,1,0
105219,jpg,72,"(800, 800)","(10, 115, 790, 637)",0,"(0.144, 0.06, 0.013, 0.0)",0.786,"(0.042, False)",1284,108.574,269.007,0.001,253,2019/11/8,1,1
1053,jpg,15,"(400, 400)","(56, 50, 286, 301)",0,"(0.125, 0.122, 0.14, 0.145)",0.538,"(0.003, False)",711,143.82,178.376,0.107,254,2019/11/8,1,0
105350,jpg,38,"(800, 800)","(312, 24, 176, 751)",0,"(0.03, 0.031, 0.39, 0.39)",0.207,"(0.001, False)",333,147.159,83.498,0.001,253,2019/11/8,1,0
105397,jpg,48,"(360, 410)","(99, 78, 160, 260)",0,"(0.19, 0.176, 0.275, 0.281)",0.282,"(0.008, False)",619,215.842,156.244,0.001,254,2019/11/8,1,0
105399,jpg,72,"(500, 500)","(158, 57, 207, 393)",0,"(0.114, 0.1, 0.316, 0.27)",0.325,"(0.024, False)",1279,189.257,275.024,0.001,254,2019/11/8,1,1
105419,jpg,96,"(500, 500)","(162, 55, 173, 382)",0,"(0.11, 0.126, 0.324, 0.33)",0.264,"(0.009, False)",762,212.564,166.907,0.001,254,2019/11/8,1,0
105440,png,157,"(304, 340)","(57, 34, 212, 278)",0,"(0.1, 0.082, 0.188, 0.115)",0.57,"(0.037, False)",2232,202.883,368.166,0.001,254,2019/11/8,1,1
105455,jpg,43,"(800, 800)","(220, 35, 351, 724)",0.807,"(0.044, 0.051, 0.275, 0.286)",0.397,"(0.007, False)",172,88.181,83.495,0.001,253,2019/11/8,1,0
105474,jpg,41,"(800, 800)","(252, 58, 341, 699)",1.193,"(0.072, 0.054, 0.315, 0.259)",0.372,"(0.03, False)",141,206.571,51.118,0.001,253,2019/11/8,1,0
105478,jpg,34,"(800, 800)","(312, 14, 182, 755)",0.807,"(0.018, 0.039, 0.39, 0.383)",0.215,"(0.011, False)",88,191.274,26.515,0.001,253,2019/11/8,1,0
10551,jpg,71,"(800, 800)","(151, 77, 486, 660)",2.296,"(0.096, 0.079, 0.189, 0.204)",0.501,"(0.012, False)",777,165.018,189.442,0.64,254,2019/11/8,1,0
105520,jpg,32,"(800, 800)","(310, 16, 176, 768)",0,"(0.02, 0.02, 0.388, 0.393)",0.211,"(0.003, False)",136,190.705,37.671,0.001,253,2019/11/8,1,0
105556,jpg,54,"(800, 800)","(235, 33, 323, 733)",0,"(0.041, 0.043, 0.294, 0.302)",0.37,"(0.004, False)",522,183.742,137.751,0.001,253,2019/11/8,1,0
105560,jpg,59,"(800, 800)","(152, 37, 507, 727)",4.598,"(0.046, 0.045, 0.19, 0.176)",0.576,"(0.007, False)",483,165.363,133.294,0.001,253,2019/11/8,1,0
105722,jpg,70,"(800, 800)","(40, 77, 718, 646)",18.232,"(0.096, 0.096, 0.05, 0.052)",0.725,"(0.001, False)",580,144.79,150.515,0.001,253,2019/11/8,1,0
105800,jpg,57,"(800, 800)","(216, 41, 371, 728)",0,"(0.051, 0.039, 0.27, 0.266)",0.422,"(0.007, False)",428,163.99,121.886,0.001,253,2019/11/8,1,0
105801,jpg,70,"(800, 800)","(225, 40, 369, 736)",0,"(0.05, 0.03, 0.281, 0.258)",0.424,"(0.016, False)",585,184.705,149.67,0.001,254,2019/11/8,1,0
105802,jpg,59,"(800, 800)","(255, 37, 292, 710)",0,"(0.046, 0.066, 0.319, 0.316)",0.324,"(0.01, False)",315,195.861,85.75,0.001,254,2019/11/8,1,0
105807,jpg,28,"(800, 800)","(362, 116, 147, 561)",0.381,"(0.145, 0.154, 0.453, 0.364)",0.129,"(0.045, False)",242,191.824,56.788,0.001,254,2019/11/8,1,0
105808,jpg,49,"(500, 500)","(99, 103, 315, 334)",33.304,"(0.206, 0.126, 0.198, 0.172)",0.421,"(0.042, False)",417,193.982,84.38,0.001,254,2019/11/8,1,1
105809,jpg,76,"(800, 800)","(50, 149, 695, 432)",0,"(0.186, 0.274, 0.062, 0.069)",0.469,"(0.044, False)",620,193.334,172.318,0.001,254,2019/11/8,1,1
10581,jpg,27,"(400, 400)","(165, 32, 80, 342)",0,"(0.08, 0.065, 0.412, 0.388)",0.171,"(0.015, False)",267,150.193,65.304,0.64,254,2019/11/8,1,0
10583,jpg,75,"(400, 400)","(81, 74, 222, 280)",0,"(0.185, 0.115, 0.203, 0.242)",0.389,"(0.04, False)",803,176.518,149.21,0.64,254,2019/11/8,1,0
105834,jpg,50,"(800, 800)","(32, 146, 738, 511)",0,"(0.182, 0.179, 0.04, 0.037)",0.589,"(0.002, False)",636,68.159,172.91,0.001,253,2019/11/8,1,1
10584,jpg,54,"(800, 800)","(244, 68, 318, 695)",0,"(0.085, 0.046, 0.305, 0.297)",0.345,"(0.02, False)",212,170.747,70.778,0.64,254,2019/11/8,1,0
10585,jpg,63,"(800, 800)","(283, 74, 263, 647)",0,"(0.092, 0.099, 0.354, 0.318)",0.266,"(0.018, False)",251,154.193,62.461,0.64,254,2019/11/8,1,0
105936,jpg,50,"(800, 800)","(212, 53, 376, 693)",1.28,"(0.066, 0.068, 0.265, 0.265)",0.407,"(0.001, False)",275,87.481,77.179,0.001,253,2019/11/8,1,0
105943,jpg,27,"(800, 800)","(250, 35, 294, 733)",0,"(0.044, 0.04, 0.312, 0.32)",0.337,"(0.004, False)",153,63.899,53.995,0.001,253,2019/11/8,1,0
105944,jpg,34,"(800, 800)","(260, 41, 284, 715)",0.338,"(0.051, 0.055, 0.325, 0.32)",0.317,"(0.003, False)",122,54.741,48.709,0.001,253,2019/11/8,1,0
105970,jpg,42,"(800, 800)","(249, 27, 314, 744)",0.303,"(0.034, 0.036, 0.311, 0.296)",0.365,"(0.008, False)",128,150.871,43.333,0.001,253,2019/11/8,1,0
105973,jpg,46,"(800, 800)","(241, 37, 322, 723)",1.193,"(0.046, 0.05, 0.301, 0.296)",0.364,"(0.003, False)",195,116.123,78.609,0.001,253,2019/11/8,1,0
105983,jpg,33,"(800, 800)","(257, 53, 316, 694)",0.318,"(0.066, 0.066, 0.321, 0.284)",0.343,"(0.019, False)",84,172.566,34.002,0.001,253,2019/11/8,1,1
106,jpg,169,"(400, 400)","(86, 60, 241, 293)",1.715,"(0.15, 0.117, 0.215, 0.182)",0.441,"(0.023, False)",2566,131.58,482.013,0.726,254,2019/11/8,1,1
106033,jpg,61,"(800, 800)","(216, 45, 337, 727)",0,"(0.056, 0.035, 0.27, 0.309)",0.383,"(0.022, False)",256,148.851,88.076,0.001,253,2019/11/8,1,0
10608,jpg,77,"(800, 800)","(254, 65, 299, 663)",0,"(0.081, 0.09, 0.318, 0.309)",0.31,"(0.006, False)",111,215.833,47.603,0.64,254,2019/11/8,1,0
106111,jpg,41,"(800, 800)","(294, 56, 210, 697)",0,"(0.07, 0.059, 0.367, 0.37)",0.229,"(0.006, False)",107,176.038,37.253,0.001,253,2019/11/8,1,0
106121,jpg,97,"(800, 800)","(205, 49, 391, 700)",0.136,"(0.061, 0.064, 0.256, 0.255)",0.428,"(0.001, False)",434,53.396,136.493,0.001,254,2019/11/8,1,0
106192,jpg,47,"(800, 800)","(263, 114, 340, 580)",0,"(0.142, 0.133, 0.329, 0.246)",0.308,"(0.042, False)",70,179.426,37.668,0.001,253,2019/11/8,1,0
